,chromosome,start,end,strand,A549,GM12878,HELAS3,HEPG2,K562
0,chr1,838495,841495,.,1,0,1,0,1
1,chr1,839481,842481,.,0,1,1,0,1
2,chr1,844081,847081,.,0,0,0,0,1
3,chr1,854460,857460,.,0,0,1,0,0
4,chr1,855148,858148,.,0,0,1,0,1
5,chr1,856952,859952,.,0,0,1,0,0
6,chr1,917002,920002,.,0,1,1,1,1
7,chr1,935395,938395,.,0,0,1,1,0
8,chr1,940463,943463,.,0,0,0,1,0
9,chr1,944401,947401,.,0,1,1,1,1
10,chr1,955187,958187,.,1,1,1,1,1
11,chr1,992188,995188,.,0,0,0,1,1
12,chr1,992825,995825,.,0,1,1,1,1
13,chr1,1003316,1006316,.,1,1,1,1,1
14,chr1,1003920,1006920,.,0,0,0,0,1
15,chr1,1007304,1010304,.,0,0,0,0,1
16,chr1,1013464,1016464,.,1,1,1,1,1
17,chr1,1059500,1062500,.,0,0,0,1,1
18,chr1,1062512,1065512,.,0,0,0,1,0
19,chr1,1069448,1072448,.,0,0,1,0,1
20,chr1,1092284,1095284,.,0,1,0,0,0
21,chr1,1105814,1108814,.,0,1,0,0,0
22,chr1,1134769,1137769,.,0,1,0,0,1
23,chr1,1135406,1138406,.,0,1,0,0,1
24,chr1,1142962,1145962,.,0,1,0,0,0
25,chr1,1172061,1175061,.,0,1,0,1,0
26,chr1,1184949,1187949,.,0,1,0,0,0
27,chr1,1264328,1267328,.,0,0,1,0,1
28,chr1,1281842,1284842,.,0,0,1,1,0
29,chr1,1285380,1288380,.,1,0,1,0,0
30,chr1,1293358,1296358,.,0,0,1,0,0
31,chr1,1294433,1297433,.,1,0,1,1,1
32,chr1,1342063,1345063,.,0,1,1,1,1
33,chr1,1367128,1370128,.,0,0,1,1,1
34,chr1,1608241,1611241,.,0,1,0,0,0
35,chr1,1610459,1613459,.,0,0,0,0,1
36,chr1,1705491,1708491,.,0,1,0,0,0
37,chr1,1707586,1710586,.,0,1,1,1,1
38,chr1,1712867,1715867,.,0,1,0,0,1
39,chr1,1742929,1745929,.,0,1,0,1,1
40,chr1,1770682,1773682,.,0,0,1,0,0
41,chr1,1792345,1795345,.,0,0,1,1,0
42,chr1,1801708,1804708,.,1,1,0,1,1
43,chr1,1813443,1816443,.,1,1,1,1,1
44,chr1,1839142,1842142,.,0,1,1,1,1
45,chr1,1950090,1953090,.,0,1,0,0,0
46,chr1,1977334,1980334,.,0,0,0,1,0
47,chr1,2067259,2070259,.,0,0,1,0,0
48,chr1,2110254,2113254,.,0,0,1,0,1
49,chr1,2134535,2137535,.,0,1,0,1,1
50,chr1,2138744,2141744,.,1,0,1,1,1
51,chr1,2170763,2173763,.,0,0,0,1,1
52,chr1,2229286,2232286,.,1,1,0,0,0
53,chr1,2230438,2233438,.,0,1,0,0,0
54,chr1,2231162,2234162,.,0,1,0,0,0
55,chr1,2244445,2247445,.,0,0,1,1,0
56,chr1,2245159,2248159,.,0,1,0,1,1
57,chr1,2252197,2255197,.,1,0,0,0,0
58,chr1,2252655,2255655,.,0,0,1,0,0
59,chr1,2476193,2479193,.,0,1,1,1,1
60,chr1,2477046,2480046,.,1,1,1,0,1
61,chr1,2508450,2511450,.,0,1,1,1,0
62,chr1,2572611,2575611,.,0,1,1,0,0
63,chr1,2573053,2576053,.,1,1,1,1,1
64,chr1,3085626,3088626,.,0,0,0,1,0
65,chr1,3134610,3137610,.,0,0,0,1,0
66,chr1,3228434,3231434,.,0,0,0,1,0
67,chr1,3229723,3232723,.,0,0,0,1,0
68,chr1,3231339,3234339,.,0,0,0,1,0
69,chr1,3235841,3238841,.,0,0,0,1,0
70,chr1,3242039,3245039,.,0,0,0,1,0
71,chr1,3250389,3253389,.,0,0,0,1,0
72,chr1,3266043,3269043,.,0,0,0,1,0
73,chr1,3372361,3375361,.,0,0,0,1,0
74,chr1,3373621,3376621,.,0,0,1,1,0
75,chr1,3375806,3378806,.,0,0,0,1,0
76,chr1,3397489,3400489,.,0,0,1,1,0
77,chr1,3419413,3422413,.,0,0,1,0,0
78,chr1,3458552,3461552,.,0,0,1,0,0
79,chr1,3462597,3465597,.,0,0,1,0,0
80,chr1,3519890,3522890,.,1,0,0,0,0
81,chr1,3571971,3574971,.,0,1,0,0,0
82,chr1,3579957,3582957,.,0,1,0,0,0
83,chr1,3580721,3583721,.,0,1,0,0,0
84,chr1,3588880,3591880,.,0,1,0,0,0
85,chr1,3592741,3595741,.,0,1,0,0,0
86,chr1,3607857,3610857,.,0,1,0,0,0
87,chr1,3618680,3621680,.,0,0,0,0,1
88,chr1,3633300,3636300,.,0,1,0,0,0
89,chr1,3726613,3729613,.,0,0,1,0,0
90,chr1,3816359,3819359,.,0,1,1,1,1
91,chr1,4326189,4329189,.,0,1,0,1,0
92,chr1,4393030,4396030,.,0,0,0,0,1
93,chr1,5171353,5174353,.,0,0,0,0,1
94,chr1,5955839,5958839,.,0,0,0,1,0
95,chr1,6039183,6042183,.,0,0,1,0,0
96,chr1,6052355,6055355,.,0,1,1,0,1
97,chr1,6053460,6056460,.,0,1,1,0,0
98,chr1,6086871,6089871,.,0,1,0,0,0
99,chr1,6220117,6223117,.,0,0,1,0,0
100,chr1,6229561,6232561,.,0,0,0,1,0
101,chr1,6318635,6321635,.,0,1,1,0,0
102,chr1,6320264,6323264,.,0,0,0,0,1
103,chr1,6336454,6339454,.,0,0,1,0,0
104,chr1,6340519,6343519,.,0,0,0,1,0
105,chr1,6348863,6351863,.,0,1,0,0,0
106,chr1,6349772,6352772,.,0,1,0,0,0
107,chr1,6352716,6355716,.,0,1,1,0,0
108,chr1,6450295,6453295,.,0,0,1,0,1
109,chr1,6659823,6662823,.,0,1,1,1,1
110,chr1,6707655,6710655,.,0,1,1,1,0
111,chr1,6759401,6762401,.,0,0,0,1,1
112,chr1,6893203,6896203,.,0,1,1,0,1
113,chr1,6942517,6945517,.,0,1,1,1,1
114,chr1,7176290,7179290,.,0,0,1,0,1
115,chr1,7288416,7291416,.,0,0,1,0,0
116,chr1,7311882,7314882,.,0,0,0,1,0
117,chr1,7326333,7329333,.,0,0,1,0,0
118,chr1,7358047,7361047,.,0,0,1,0,0
119,chr1,7460644,7463644,.,1,0,1,0,0
120,chr1,7529801,7532801,.,0,0,1,0,0
121,chr1,7539026,7542026,.,0,0,1,0,0
122,chr1,7608010,7611010,.,1,0,1,0,0
123,chr1,7763237,7766237,.,1,0,1,1,1
124,chr1,7812241,7815241,.,0,0,0,1,0
125,chr1,7842104,7845104,.,1,0,1,1,1
126,chr1,8052907,8055907,.,0,1,1,1,1
127,chr1,8068765,8071765,.,1,0,0,1,1
128,chr1,8075137,8078137,.,0,0,0,1,0
129,chr1,8106502,8109502,.,0,0,1,0,0
130,chr1,8120009,8123009,.,1,0,0,1,0
131,chr1,8135911,8138911,.,0,0,1,1,0
132,chr1,8153225,8156225,.,0,0,1,1,0
133,chr1,8155325,8158325,.,0,1,1,1,1
134,chr1,8156098,8159098,.,0,1,1,1,0
135,chr1,8179628,8182628,.,0,0,1,1,0
136,chr1,8185797,8188797,.,0,0,1,0,0
137,chr1,8186198,8189198,.,0,0,0,1,0
